Animal_ID,Species,Breed,Age (yrs),Gender,Size,Health Status,Shelter Stay (days),Adoption Status,Vaccinated,Behavior Score (1–10),
ANI2148,Cat,Ragdoll,15,Female,Medium,Healthy,149,Not Adopted,Yes,6.6,
ANI2149,Cat,Persian,9.9,Male,Medium,Minor Injury,66,Not Adopted,No,3.3,
ANI2150,Cat,Persian,3.2,Female,Large,Healthy,155,Not Adopted,Yes,3.6,
ANI2151,Cat,Ragdoll,9.3,Female,Small,Healthy,166,Adopted,Yes,7.3,
ANI2152,Cat,Persian,7.7,Female,Medium,Healthy,90,Not Adopted,Yes,7.6,
ANI2153,Cat,Siamese,15.8,Female,Medium,Healthy,62,Adopted,Yes,3.7,
ANI2154,Cat,Maine Coon,2.7,Female,Small,Minor Injury,102,Adopted,Yes,4.1,
ANI2155,Cat,Maine Coon,15.8,Male,Medium,Minor Injury,174,Not Adopted,Yes,9.9,
ANI2156,Dog,Bulldog,6.4,Female,Small,Healthy,139,Not Adopted,Yes,1.9,
ANI2157,Cat,Siamese,7.6,Male,Medium,Minor Injury,8,Adopted,Yes,4.6,
ANI2158,Cat,British Shorthair,3.3,Female,Small,Healthy,97,Adopted,Yes,1.6,
ANI2159,Dog,Labrador Retriever,8.6,Male,Medium,Chronic Illness,117,Adopted,No,8.4,
ANI2160,Cat,Persian,16.7,Male,Medium,Healthy,64,Not Adopted,Yes,1.8,
ANI2161,Dog,Rottweiler,4.8,Male,Large,Chronic Illness,21,Not Adopted,Yes,7.1,
ANI2162,Dog,Bulldog,3.3,Male,Small,Minor Injury,115,Not Adopted,Yes,1.5,
ANI2163,Cat,Bengal,10.2,Male,Medium,Healthy,85,Adopted,Yes,7.1,
ANI2164,Dog,Labrador Retriever,9.7,Female,Medium,Healthy,20,Adopted,Yes,8.6,
ANI2165,Cat,Persian,0.6,Male,Medium,Chronic Illness,8,Adopted,Yes,4.6,
ANI2166,Cat,British Shorthair,11.5,Male,Medium,Minor Injury,58,Not Adopted,Yes,5.7,
ANI2167,Dog,German Shepherd,7.4,Female,Medium,Healthy,46,Adopted,Yes,4.6,
ANI2168,Dog,Rottweiler,4.2,Male,Medium,Minor Injury,31,Adopted,Yes,3.7,
ANI2169,Dog,Bulldog,5.7,Female,Large,Healthy,93,Adopted,Yes,8.2,
ANI2170,Cat,British Shorthair,4.8,Female,Medium,Healthy,9,Adopted,No,3.4,
ANI2171,Other,Hamster,8,Female,Medium,Healthy,15,Adopted,Yes,7.5,
ANI2172,Cat,Sphynx,11.6,Female,Large,Healthy,94,Not Adopted,Yes,2.9,
ANI2173,Dog,Labrador Retriever,6.6,Male,Large,Minor Injury,154,Not Adopted,Yes,3.2,
ANI2174,Cat,Ragdoll,7.4,Female,Large,Healthy,138,Adopted,No,4,
ANI2175,Dog,Rottweiler,3.9,Male,Medium,Minor Injury,29,Not Adopted,Yes,6.3,
ANI2176,Cat,Ragdoll,14.9,Male,Small,Healthy,80,Not Adopted,Yes,5.1,
ANI2177,Dog,Beagle,5.7,Female,Medium,Healthy,36,Adopted,Yes,7.7,
ANI2178,Cat,Persian,9.3,Male,Medium,Healthy,84,Adopted,Yes,2.9,
ANI2179,Dog,Bulldog,6.5,Female,Medium,Healthy,109,Not Adopted,Yes,1.1,
ANI2180,Other,Guinea Pig,4.8,Female,Medium,Healthy,118,Adopted,Yes,8,
ANI2181,Dog,Bulldog,3.4,Female,Large,Healthy,37,Adopted,No,8.4,
ANI2182,Cat,Ragdoll,2.6,Female,Medium,Healthy,86,Adopted,Yes,1.5,
ANI2183,Cat,Bengal,2.2,Male,Large,Healthy,71,Not Adopted,No,6.5,
ANI2184,Dog,Rottweiler,9.2,Male,Medium,Healthy,151,Not Adopted,Yes,4.4,
ANI2185,Cat,Ragdoll,4.4,Female,Medium,Healthy,169,Not Adopted,Yes,8.1,
ANI2186,Cat,Bengal,1.5,Male,Medium,Minor Injury,93,Not Adopted,No,8.9,
ANI2187,Dog,Beagle,9.7,Female,Medium,Chronic Illness,80,Not Adopted,Yes,8.7,
ANI2188,Dog,German Shepherd,2.3,Female,Small,Healthy,102,Adopted,Yes,8,
ANI2189,Cat,Bengal,11.4,Female,Small,Healthy,156,Not Adopted,Yes,3.4,
ANI2190,Dog,German Shepherd,4.4,Male,Large,Healthy,176,Adopted,Yes,8.3,
ANI2191,Cat,Siamese,2.7,Male,Small,Chronic Illness,166,Not Adopted,Yes,5.8,
ANI2192,Dog,Labrador Retriever,5.3,Male,Medium,Healthy,159,Not Adopted,Yes,1.5,
ANI2193,Cat,British Shorthair,0.8,Male,Medium,Healthy,14,Adopted,Yes,5.1,
ANI2194,Dog,Beagle,10.2,Female,Medium,Healthy,117,Not Adopted,Yes,9.5,
ANI2195,Cat,Siamese,9.5,Male,Medium,Healthy,73,Not Adopted,Yes,9,
ANI2196,Other,Parrot,1.8,Male,Small,Healthy,91,Adopted,Yes,1.9,
ANI2197,Other,Hamster,2.8,Male,Medium,Minor Injury,90,Not Adopted,Yes,7.7,
ANI2198,Cat,Bengal,8.3,Female,Medium,Healthy,29,Adopted,Yes,8.3,
ANI2199,Dog,German Shepherd,2.7,Female,Medium,Healthy,179,Adopted,Yes,3.4,
